MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,Age,BathsTotal,BedsTotal,BathsFull,BathsHalf,DOM,Year_List,Year_Sold,List_Price,Sale_Price,Listing_Date,Sale_Date,Year_Built
CRNDP2105683,985 Dove Song Way ,Encinitas,92024,San Diego,5,5137,33976,19,5,6,4,1,9,2021,2021,2799000,3050000,5/18/2021 0:00,5/27/2021 0:00,2002
CROC21072905,5082 Linda CIR ,Huntington Beach,92649,Orange,2,1262,6360,62,2,4,2,0,50,2021,2021,899000,905000,4/6/2021 0:00,5/26/2021 0:00,1959
ML81844559,336 Flora Vista AVE ,Sunnyvale,94086,Santa Clara,7,1603,5064,82,3,3,3,0,8,2021,2021,2050000,2280000,5/18/2021 0:00,5/26/2021 0:00,1939
ME221052884,1761 Granite Hill RD ,Placerville,95667,El Dorado,19,1589,45302,32,2,3,2,0,7,2021,2021,474900,480000,5/19/2021 0:00,5/26/2021 0:00,1989
CC40950618,150 Cottonwood Ln ,Danville,94506,Contra Costa,6,3024,7700,33,3,4,2,1,4,2021,2021,1599800,1800000,5/19/2021 0:00,5/23/2021 0:00,1988
CC40951455,524 Lemay Ct ,Antioch,94509,Contra Costa,6,2318,9200,28,3,4,3,0,0,2021,2021,630000,630000,5/25/2021 0:00,5/25/2021 0:00,1993
BA321032459,40 Knight DR ,San Rafael,94901,Marin,15,1296,7126,66,2,3,2,0,73,2021,2021,1250000,1240000,2/26/2021 0:00,5/10/2021 0:00,1955
CRDW21107682,14113 Elmcroft AVE ,Norwalk,90650,Los Angeles,0,1060,5281,71,1,3,1,0,9,2021,2021,599998,675000,5/20/2021 0:00,5/29/2021 0:00,1950
ME221044472,4052 Aitken Dairy RD ,Rocklin,95677,Placer,9,2833,7497,18,3,5,3,0,5,2021,2021,629900,720000,5/20/2021 0:00,5/25/2021 0:00,2003
ME221055973,5395 Covey Creek ,Stockton,95207,San Joaquin,10,1905,10463,41,2,3,2,0,4,2021,2021,565000,594000,5/21/2021 0:00,5/25/2021 0:00,1980
ME221056313,1177 Butter Milk CT ,Plumas Lake,95961,Yuba,18,1621,7405,17,2,4,2,0,2,2021,2021,399000,415000,5/22/2021 0:00,5/24/2021 0:00,2004
TM21-734612,6153 Easton ST ,Los Angeles,90022,Los Angeles,0,997,3968,81,1,2,1,0,7,2021,2021,489500,560000,5/20/2021 0:00,5/27/2021 0:00,1940
CRIG21109951,8097 El Cerrito AVE ,Hesperia,92345,San Bernardino,3,1510,18000,19,2,3,2,0,4,2021,2021,319000,340000,5/21/2021 0:00,5/25/2021 0:00,2002
ML81844301,1360 Hillcrest RD ,Hollister,95023,San Benito,33,1330,16875,31,2,3,2,0,9,2021,2021,575000,585000,5/17/2021 0:00,5/26/2021 0:00,1990
ME202100719,116 Oak CT ,Chowchilla,93610,Madera,28,2408,7405,13,3,4,2,1,6,2021,2021,349500,360000,3/24/2021 0:00,3/30/2021 0:00,2008
CNSR21148317,3453 Grand View BLVD ,Mar Vista,90066,Los Angeles,0,3815,7395,14,4,5,4,0,0,2021,2021,3375000,3375000,4/30/2021 0:00,4/30/2021 0:00,2007
CC40950860,3165 Griffon St West ,Danville,94506,Contra Costa,6,2509,5326,10,3,4,2,1,7,2021,2021,1475000,1750000,5/20/2021 0:00,5/27/2021 0:00,2011
CROC21098686,9114 Armley AVE ,Whittier,90603,Los Angeles,0,1565,5602,71,2,3,2,0,14,2021,2021,679000,780000,5/8/2021 0:00,5/22/2021 0:00,1950
CNSR21106740,19543 Herringbone DR ,Northridge,91324,Los Angeles,0,1462,1462,2,3,3,2,1,8,2021,2021,675000,700000,5/19/2021 0:00,5/27/2021 0:00,2019
CRNDP2105473,4292 Spoon Bill WAY ,Oceanside,92057,San Diego,5,1056,1736,38,2,2,2,0,6,2021,2021,425000,440000,5/18/2021 0:00,5/24/2021 0:00,1983
SF421553200,96 San Andreas ,San Francisco,94127,San Francisco,21,3260,6634,65,4,4,4,0,0,2021,2021,3350000,3350000,5/27/2021 0:00,5/27/2021 0:00,1956
CRIV21113516,1390 Mohave DR ,Colton,92324,San Bernardino,3,1633,11760,47,2,3,2,0,0,2021,2021,490000,490000,5/26/2021 0:00,5/26/2021 0:00,1974
ME221050687,4084 Las Pasas WAY ,Sacramento,95864,Sacramento,4,1228,12480,69,2,3,1,1,2,2021,2021,525000,570000,5/18/2021 0:00,5/20/2021 0:00,1952
BE40950145,1625 Via Di Salerno ,Pleasanton,94566,Alameda,8,6012,21411,10,6,5,4,2,7,2021,2021,3998680,4300000,5/19/2021 0:00,5/26/2021 0:00,2011
CRLC21105669,435 Armstrong ST ,Lakeport,95453,Lake,29,1086,8180,77,2,2,2,0,365,2020,2021,329000,340000,4/5/2020 0:00,4/5/2021 0:00,1944
CRPW21105930,22764 Valley Vista CIR ,Wildomar,92595,Riverside,1,2245,7841,30,2,4,2,0,9,2021,2021,535000,545000,5/17/2021 0:00,5/26/2021 0:00,1991
BA321048920,1405 Empire ST ,Fairfield,94533,Solano,16,1183,6534,71,1,3,1,0,1,2021,2021,415000,415000,4/27/2021 0:00,4/28/2021 0:00,1950
TM21-735666,5139 Vincent AVE ,Los Angeles,90041,Los Angeles,0,2400,7635,99,3,3,3,0,14,2020,2020,2049000,2049500,11/1/2020 0:00,11/15/2020 0:00,1922
CRAR21087439,17259 Miller AVE ,Fontana,92336,San Bernardino,3,1507,6728,70,1,2,1,0,11,2021,2021,459000,475000,5/16/2021 0:00,5/27/2021 0:00,1951
ML81844608,2890 Ross RD ,Palo Alto,94303,Santa Clara,7,1484,8988,67,3,5,3,0,1,2021,2021,2850000,2890000,5/19/2021 0:00,5/20/2021 0:00,1954
CROC21109219,340 Colleen PL ,Costa Mesa,92627,Orange,2,1494,9729,69,2,3,2,0,0,2021,2021,1620000,1620000,5/20/2021 0:00,5/20/2021 0:00,1952
TM21-724090,10672 Sunflower ST ,Ventura,93004,Ventura,17,1409,5480,24,2,3,2,0,4,2021,2021,637500,720000,5/21/2021 0:00,5/25/2021 0:00,1997
CRSW21111671,29941 Gulf Stream DR ,,92587,Riverside,1,1535,8712,35,2,3,2,0,4,2021,2021,506000,506000,5/24/2021 0:00,5/28/2021 0:00,1986
CREV21105920,973 Pebble Beach RD ,Beaumont,92223,Riverside,1,2127,9583,18,3,2,2,1,2,2021,2021,440000,445000,5/18/2021 0:00,5/20/2021 0:00,2003
CRSW21106091,1194 Orange AVE ,Beaumont,92223,Riverside,1,1968,7405,13,2,4,2,0,6,2021,2021,419000,520000,5/24/2021 0:00,5/30/2021 0:00,2008
CRSB21108924,221 31st ST ,,90254,Los Angeles,0,1826,2096,43,3,3,2,1,9,2021,2021,3200000,3192000,5/19/2021 0:00,5/28/2021 0:00,1978
CRNDP2105476,1186 Quail Gardens Ct ,Encinitas,92024,San Diego,5,3195,7560,31,4,5,3,1,12,2021,2021,1599000,1527000,5/17/2021 0:00,5/29/2021 0:00,1990
BE40950815,1623 143Rd Ave ,San Leandro,94578,Alameda,8,949,5320,73,1,2,1,0,9,2021,2021,575000,675000,5/20/2021 0:00,5/29/2021 0:00,1948
CC40950658,100 Lees Pl ,Martinez,94553,Contra Costa,6,2832,7809,21,3,5,3,0,5,2021,2021,1035000,1100000,5/19/2021 0:00,5/24/2021 0:00,2000
SF421555609,1671 Sweetwood DR ,Daly City,94015,San Mateo,13,1365,5720,75,2,3,2,0,3,2021,2021,1198888,1260000,5/21/2021 0:00,5/24/2021 0:00,1946
CRMB21108009,409 N Raywood AVE ,Montebello,90640,Los Angeles,0,1115,7085,74,2,3,1,1,7,2021,2021,600000,636000,5/20/2021 0:00,5/27/2021 0:00,1947
BE40950368,3343 Ensenada Dr ,San Ramon,94583,Contra Costa,6,1645,7000,48,2,3,2,0,5,2021,2021,1098000,1350500,5/20/2021 0:00,5/25/2021 0:00,1973
CRNDP2105549,4089 Ivey Vista Way ,Oceanside,92057,San Diego,5,1259,3567,22,3,3,2,1,13,2021,2021,579000,660888,5/13/2021 0:00,5/26/2021 0:00,1999
CNSR21144235,511 Owens River DR ,Oxnard,93036,Ventura,17,2437,6838,4,3,4,3,0,0,2021,2021,850000,850000,5/15/2021 0:00,5/15/2021 0:00,2017
CRPTP2103489,1500 Sedona Glen ,Escondido,92027,San Diego,5,1237,4116,31,2,3,2,0,4,2021,2021,607000,607000,5/21/2021 0:00,5/25/2021 0:00,1990
ME221054420,5331 Maui WAY ,Fair Oaks,95628,Sacramento,4,1215,10454,62,2,3,1,1,6,2021,2021,449000,483000,5/20/2021 0:00,5/26/2021 0:00,1959
CRPTP2103499,1315 Walbollen St ,Spring Valley,91977,San Diego,5,1222,6800,61,1,3,1,0,2,2021,2021,640000,634000,5/21/2021 0:00,5/23/2021 0:00,1960
ML81844623,195 Pleasant WAY ,Boulder Creek,95006,Santa Cruz,25,1367,8556,88,2,3,1,1,1,2021,2021,829000,900000,5/19/2021 0:00,5/20/2021 0:00,1933
CRCV21108944,7340 Cascade CT ,Rancho Cucamonga,91730,San Bernardino,3,1067,4640,35,2,2,2,0,5,2021,2021,534888,545000,5/20/2021 0:00,5/25/2021 0:00,1986
BE40949200,12679 Kane Dr ,Saratoga,95070,Santa Clara,7,1998,14000,51,3,4,2,1,2,2021,2021,2690000,3182000,5/18/2021 0:00,5/20/2021 0:00,1970
ME221051935,2608 Esta AVE ,Modesto,95355,Stanislaus,12,2845,6599,21,3,4,3,0,9,2021,2021,650000,680000,5/19/2021 0:00,5/28/2021 0:00,2000
CRSB21104473,18913 Haas AVE ,Torrance,90504,Los Angeles,0,1605,5104,70,2,4,2,0,13,2021,2021,849000,849000,5/15/2021 0:00,5/28/2021 0:00,1951
CRNDP2105698,17349 Albert AVE ,San Diego,92127,San Diego,5,2901,5652,15,3,5,3,0,46,2021,2021,1475000,1660000,4/14/2021 0:00,5/30/2021 0:00,2006
BA321042550,518 Amber WAY ,Petaluma,94952,Sonoma,20,1756,9940,45,2,3,2,0,6,2021,2021,919850,1080000,5/21/2021 0:00,5/27/2021 0:00,1976
ME221053608,1501 Radford LOOP ,El Dorado Hills,95762,El Dorado,19,2316,6970,12,3,4,3,0,6,2021,2021,689000,725000,5/19/2021 0:00,5/25/2021 0:00,2009
ME221037844,2593 King Richard DR ,El Dorado Hills,95762,El Dorado,19,2894,13939,44,4,4,3,1,4,2021,2021,729000,804014,5/20/2021 0:00,5/24/2021 0:00,1977
ME221049082,1773 Toby DR ,El Dorado Hills,95762,El Dorado,19,3172,7710,20,3,4,3,0,4,2021,2021,799950,885000,5/20/2021 0:00,5/24/2021 0:00,2001
CRMC21105114,2502 W Babcock CT ,Visalia,93291,Tulare,45,1684,12564,17,2,3,2,0,3,2021,2021,360000,370000,5/17/2021 0:00,5/20/2021 0:00,2004
CRWS21106978,1115 S Vega ST ,Alhambra,91801,Los Angeles,0,1655,6144,73,2,3,2,0,9,2021,2021,869000,950000,5/18/2021 0:00,5/27/2021 0:00,1948
ML81845301,14694 Berry WAY ,San Jose,95124,Santa Clara,7,2720,10877,71,3,4,3,0,0,2021,2021,1999999,2300000,5/20/2021 0:00,5/20/2021 0:00,1950
CC40950848,20 Maplewood ,Danville,94526,Contra Costa,6,4026,16120,25,4,5,3,1,7,2021,2021,2478000,2650000,5/20/2021 0:00,5/27/2021 0:00,1996
SF421551287,575 Valley ST ,San Francisco,94131,San Francisco,21,4120,2848,18,6,4,5,1,7,2021,2021,4195000,4900000,5/21/2021 0:00,5/28/2021 0:00,2003
CNSR21105944,11728 Monte Leon WAY ,,91326,Los Angeles,0,3511,9172,44,3,5,3,0,7,2021,2021,1399000,1480000,5/17/2021 0:00,5/24/2021 0:00,1977
CRCV21104541,12920 Evermay CT ,Rancho Cucamonga,91739,San Bernardino,3,3291,13990,15,3,4,3,0,13,2021,2021,949900,975000,5/15/2021 0:00,5/28/2021 0:00,2006
CRPW21108140,1257 Foxworth Ave. ,La Puente,91744,Los Angeles,0,1185,5970,66,1,3,1,0,12,2021,2021,595000,630000,5/17/2021 0:00,5/29/2021 0:00,1955
CNSR21105450,36549 Palomino CT ,Palmdale,93550,Los Angeles,0,1559,7247,17,2,3,2,0,10,2021,2021,404900,455000,5/17/2021 0:00,5/27/2021 0:00,2004
BA321035932,7407 Oakmont DR ,Santa Rosa,95409,Sonoma,20,1230,2400,40,2,2,2,0,7,2021,2021,489500,485000,5/20/2021 0:00,5/27/2021 0:00,1981
CRP1-4811,6346 N Vista ST ,San Gabriel,91775,Los Angeles,0,1562,4855,62,2,3,2,0,4,2021,2021,749000,796500,5/19/2021 0:00,5/23/2021 0:00,1959
CRCV21035146,558 E Hawthorne ST ,Ontario,91764,San Bernardino,3,1120,7448,71,2,3,2,0,92,2021,2021,499000,512000,2/18/2021 0:00,5/21/2021 0:00,1950
CRPTP2103411,840 Shadow Ridge Pl ,Chula Vista,91914,San Diego,5,3290,7009,16,5,4,4,1,8,2021,2021,1250000,1200000,5/19/2021 0:00,5/27/2021 0:00,2005
CREV21107067,1380 Orange AVE ,Beaumont,92223,Riverside,1,1276,14375,64,2,3,2,0,10,2021,2021,395000,395000,5/18/2021 0:00,5/28/2021 0:00,1957
ME221058239,5725 Guthrie Place ,Davis,95618,Yolo,26,3734,10454,16,4,6,4,0,3,2021,2021,1475000,1760000,5/27/2021 0:00,5/30/2021 0:00,2005
ME221055051,1617 Victoria DR ,Modesto,95351,Stanislaus,12,1145,8895,76,1,2,1,0,8,2021,2021,275000,300000,5/20/2021 0:00,5/28/2021 0:00,1945
CRSB21107949,226 Via Anita ,Redondo Beach,90277,Los Angeles,0,1413,7595,67,2,3,2,0,6,2021,2021,1499000,1910000,5/19/2021 0:00,5/25/2021 0:00,1954
ME221054035,3849 Arborhill WAY ,Sacramento,95834,Sacramento,4,1788,2583,1,3,3,2,1,5,2021,2021,459000,510000,5/20/2021 0:00,5/25/2021 0:00,2020
BA321034295,180 Grevillia DR ,Petaluma,94952,Sonoma,20,2575,7797,27,3,4,3,0,6,2021,2021,1310000,1300000,5/17/2021 0:00,5/23/2021 0:00,1994
TM21-727748,960 4Th AVE ,Los Angeles,90019,Los Angeles,0,2197,6748,69,3,5,3,0,0,2021,2021,1550000,1575000,5/5/2021 0:00,5/5/2021 0:00,1952
ME221043459,5732 Hollyhurst WAY ,Sacramento,95823,Sacramento,4,1265,12197,55,2,3,2,0,1,2021,2021,399000,425000,5/26/2021 0:00,5/27/2021 0:00,1966
CC40950063,642 Doolittle Way ,Antioch,94509,Contra Costa,6,1640,8100,27,2,3,2,0,5,2021,2021,665000,665000,5/20/2021 0:00,5/25/2021 0:00,1994
CRJT21106651,58427 Joshua LN ,Yucca Valley,92284,San Bernardino,3,1981,43560,32,3,3,2,1,3,2021,2021,485000,503000,5/19/2021 0:00,5/22/2021 0:00,1989
ME221047912,9300 Crossrail DR ,Wilton,95693,Sacramento,4,4400,116305,16,4,4,3,1,4,2021,2021,1149000,1210000,5/19/2021 0:00,5/23/2021 0:00,2005
ME221051725,17716 Almond Orchard WAY ,Lathrop,95330,San Joaquin,10,2423,6599,16,2,4,2,0,8,2021,2021,625000,667000,5/17/2021 0:00,5/25/2021 0:00,2005
CRSW21102173,32226 Beaver Creek LN ,Temecula,92592,Riverside,1,2968,6970,12,3,4,3,0,13,2021,2021,674900,730000,5/12/2021 0:00,5/25/2021 0:00,2009
ME221057143,952 Mills AVE ,Modesto,95350,Stanislaus,12,3108,10450,67,4,3,3,1,0,2021,2021,850000,850000,5/25/2021 0:00,5/25/2021 0:00,1954
CNSR21107846,11511 Simms AVE ,Inglewood,90303,Los Angeles,0,1176,6343,74,1,3,1,0,7,2021,2021,599000,651000,5/20/2021 0:00,5/27/2021 0:00,1947
CRIG21106851,2979 Mcdonald LN ,Corona,92881,Riverside,1,1559,4792,20,3,3,2,1,7,2021,2021,589000,650000,5/19/2021 0:00,5/26/2021 0:00,2001
ME202001084,550 E 10th ST ,Lincoln,95648,Placer,9,1381,7331,24,2,3,2,0,63,2020,2020,379995,355000,3/30/2020 0:00,6/1/2020 0:00,1997
ME221054570,5311 79th ST ,Sacramento,95820,Sacramento,4,1086,4791,64,1,3,1,0,5,2021,2021,369777,377000,5/20/2021 0:00,5/25/2021 0:00,1957
ML81844509,1474 Bryan AVE ,San Jose,95118,Santa Clara,7,1474,6051,57,2,4,2,0,12,2021,2021,1350000,1350000,5/18/2021 0:00,5/30/2021 0:00,1964
CRPW21103381,231 N Quail LN ,Orange,92869,Orange,2,2577,4680,44,3,4,2,1,6,2021,2021,978000,1000000,5/19/2021 0:00,5/25/2021 0:00,1977
ME221049400,2140 Denali Park CT ,Newman,95360,Stanislaus,12,1565,6804,18,2,3,2,0,3,2021,2021,375000,400000,5/20/2021 0:00,5/23/2021 0:00,2003
CRFR21106527,1064 S 8th ST ,Fresno,93702,Fresno,36,656,5125,97,1,2,1,0,1,2021,2021,189900,197000,5/16/2021 0:00,5/17/2021 0:00,1924
CRBB21101099,3014 Longdale LN ,Los Angeles,90068,Los Angeles,0,2348,23538,59,1,4,1,0,0,2021,2021,2150000,2290000,5/17/2021 0:00,5/17/2021 0:00,1962
CRSW21100071,30515 Prairie Sun WAY ,Murrieta,92563,Riverside,1,2410,8276,4,3,4,2,1,15,2021,2021,649999,710000,5/11/2021 0:00,5/26/2021 0:00,2017
CRSB21108725,5803 Lemp AVE ,North Hollywood,91601,Los Angeles,0,1341,6751,80,1,3,1,0,5,2021,2021,799000,810000,5/21/2021 0:00,5/26/2021 0:00,1941
CC40950221,421 Buckeye St ,Vacaville,95688,Solano,16,984,5662,65,1,3,1,0,9,2021,2021,416000,440000,5/17/2021 0:00,5/26/2021 0:00,1956
CRDW21107410,6603 S St Andrews PL ,Los Angeles,90047,Los Angeles,0,892,2702,95,1,2,1,0,7,2021,2021,612900,613000,5/20/2021 0:00,5/27/2021 0:00,1926
CRPW21108925,1401 Virginia RD ,Fullerton,92831,Orange,2,1867,12075,62,1,4,1,0,5,2021,2021,1010000,1010000,5/21/2021 0:00,5/26/2021 0:00,1959
CRP1-4854,8920 Hayvenhurst AVE ,North Hills,91343,Los Angeles,0,1428,7801,65,1,4,1,0,10,2021,2021,699000,835000,5/20/2021 0:00,5/30/2021 0:00,1956
ME221052555,4412 Mesquite WAY ,Rocklin,95677,Placer,9,2674,6586,1,3,5,3,0,2,2021,2021,779000,835000,5/21/2021 0:00,5/23/2021 0:00,2020
ME221054615,5443 Rambler WAY ,Sacramento,95841,Sacramento,4,1485,7405,64,2,4,2,0,4,2021,2021,400000,410000,5/20/2021 0:00,5/24/2021 0:00,1957
CRCV21103596,13471 Bunker Hill PL ,Fontana,92336,San Bernardino,3,2530,4676,22,3,4,2,1,10,2021,2021,620000,675000,5/14/2021 0:00,5/24/2021 0:00,1999
CRIV21111057,18640 Gentian AVE ,Riverside,92508,Riverside,1,1892,41382,44,1,4,1,0,5,2021,2021,625000,610000,5/24/2021 0:00,5/29/2021 0:00,1977
ME221049127,700 Murray WAY ,Roseville,95678,Placer,9,2044,9953,35,3,3,2,1,2,2021,2021,645000,700000,5/20/2021 0:00,5/22/2021 0:00,1986
CREV21107393,217 E Fairway BLVD ,Big Bear City,92314,San Bernardino,3,1512,10000,74,1,3,1,0,9,2021,2021,464900,535500,5/19/2021 0:00,5/28/2021 0:00,1947
CRLG21108548,1884 Upper Rim Rock RD ,Laguna Beach,92651,Orange,2,1647,6400,59,3,2,3,0,22,2021,2021,1695000,1800100,5/3/2021 0:00,5/25/2021 0:00,1962
CROC21108247,14641 Deer Park ST ,Irvine,92604,Orange,2,1448,5466,49,2,3,2,0,4,2021,2021,759000,800000,5/20/2021 0:00,5/24/2021 0:00,1972
CRCV21109341,315 S Sunset ,Azusa,91702,Los Angeles,0,885,5433,71,1,2,1,0,6,2021,2021,465000,510000,5/22/2021 0:00,5/28/2021 0:00,1950
CRPTP2103502,2524 Chadwell AVE ,San Diego,92154,San Diego,5,1154,5700,52,2,4,2,0,4,2021,2021,525000,530000,5/21/2021 0:00,5/25/2021 0:00,1969
ML81845278,1549 Hicks AVE ,San Jose,95125,Santa Clara,7,2439,8205,73,3,3,2,1,2,2021,2021,1699000,1999990,5/21/2021 0:00,5/23/2021 0:00,1948
CNSR21151200,7530 Collett AVE ,Van Nuys,91406,Los Angeles,0,1143,7149,73,1,3,1,0,32,2021,2021,400000,400000,3/10/2021 0:00,4/11/2021 0:00,1948
ML81845228,2190 Bayhill CT ,Half Moon Bay,94019,San Mateo,13,4515,14300,42,4,4,3,1,7,2021,2021,2698000,2750000,5/21/2021 0:00,5/28/2021 0:00,1979
CRIG21110091,5632 Allendale DR ,Riverside,92507,Riverside,1,1862,4356,21,3,3,2,1,4,2021,2021,530000,560000,5/22/2021 0:00,5/26/2021 0:00,2000
CROC21106208,5821 Shadow Canyon WAY ,Bonita,91902,San Diego,5,2420,10200,43,3,4,2,1,1,2021,2021,865000,865000,4/13/2021 0:00,4/14/2021 0:00,1978
CNSR21110522,36828 95th ST ,Littlerock,93543,Los Angeles,0,1134,24160,31,2,3,2,0,2,2021,2021,369000,390000,5/23/2021 0:00,5/25/2021 0:00,1990
ML81845636,106 Margone CT ,Danville,94526,Contra Costa,6,3955,11840,28,5,5,4,1,0,2021,2021,2099000,2300000,5/25/2021 0:00,5/25/2021 0:00,1993
BE40950321,35333 Terra Cotta Cir ,Fremont,94536,Alameda,8,2700,8428,21,3,5,3,0,8,2021,2021,1650000,1738500,5/17/2021 0:00,5/25/2021 0:00,2000
CNSR21104790,29228 Begonias LN ,Canyon Country,91387,Los Angeles,0,2363,37419,30,3,4,3,0,9,2021,2021,725000,807000,5/18/2021 0:00,5/27/2021 0:00,1991
CNSR21107771,19046 Muirkirk DR ,,91326,Los Angeles,0,2465,8254,55,3,4,3,0,5,2021,2021,1079000,1185000,5/21/2021 0:00,5/26/2021 0:00,1966
ME202100896,2224 Leslie CT ,,95953,Sutter,23,1500,8712,47,2,3,2,0,13,2021,2021,312500,335000,4/13/2021 0:00,4/26/2021 0:00,1974
CNSR21105086,3826 Cocina LN ,Palmdale,93551,Los Angeles,0,1374,7405.2,27,2,3,2,0,4,2021,2021,425000,435000,5/16/2021 0:00,5/20/2021 0:00,1994
CNSR21108955,1909 E Avenue R6 ,Palmdale,93550,Los Angeles,0,1260,4858,33,2,3,2,0,4,2021,2021,375000,380000,5/20/2021 0:00,5/24/2021 0:00,1988
CNSR21109590,6652 Lacolle PL ,Lancaster,93536,Los Angeles,0,2395,13978,15,3,3,3,0,9,2021,2021,569000,569000,5/19/2021 0:00,5/28/2021 0:00,2006
CRSW21104463,27092 Presley ST ,Sun City,92586,Riverside,1,1705,7405,44,2,2,2,0,0,2021,2021,358800,370000,5/19/2021 0:00,5/19/2021 0:00,1977
CNSR21103508,2596 Elizondo AVE ,Simi Valley,93065,Ventura,17,1049,8027,60,2,3,2,0,4,2021,2021,650000,650000,5/14/2021 0:00,5/18/2021 0:00,1961
CROC21106189,31642 Jewel AVE ,Laguna Beach,92651,Orange,2,1694,3500,91,3,4,3,0,9,2021,2021,1995000,2125000,5/18/2021 0:00,5/27/2021 0:00,1930
CRIV21108658,16125 Via vista ,Desert Hot Springs,92240,Riverside,1,912,7841,37,1,2,1,0,6,2021,2021,199000,180000,5/14/2021 0:00,5/20/2021 0:00,1984
CRTR21108353,12771 Fig PL ,Chino,91710,San Bernardino,3,1624,7800,47,2,4,2,0,0,2021,2021,625000,650000,5/1/2021 0:00,5/1/2021 0:00,1974
ME221052574,1582 THREE RIVERS DR ,Marysville,95901,Yuba,18,2325,7840,17,3,5,3,0,7,2021,2021,365000,420000,5/22/2021 0:00,5/29/2021 0:00,2004
CROC21099741,13771 Hidden River ,Corona,92880,Riverside,1,3326,7405,18,3,6,3,0,17,2021,2021,775000,900000,5/10/2021 0:00,5/27/2021 0:00,2003
ME221052799,402 View Point AVE ,Oakdale,95361,Stanislaus,12,1715,6778,27,2,4,2,0,3,2021,2021,440000,450000,5/17/2021 0:00,5/20/2021 0:00,1994
CRCV21104207,16704 Mesa Oak AVE ,Chino Hills,91709,San Bernardino,3,2145,4600,23,3,4,3,0,7,2021,2021,775000,835000,5/19/2021 0:00,5/26/2021 0:00,1998
ME221057611,690 Clara ST ,Oakland,94603,Alameda,8,2234,3123,104,3,4,3,0,0,2021,2021,470000,470000,3/23/2021 0:00,3/23/2021 0:00,1917
CRPW21145636,15415 Ashgrove DR ,La Mirada,90638,Los Angeles,0,1395,6343,62,2,3,2,0,9,2021,2021,675000,675000,5/21/2021 0:00,5/30/2021 0:00,1959
CRMB21101756,14032 Barrydale ST ,La Puente,91746,Los Angeles,0,1613,6181,66,3,4,3,0,16,2021,2021,615000,670000,5/12/2021 0:00,5/28/2021 0:00,1955
TM21-723746,4364 Chase AVE ,Los Angeles,90066,Los Angeles,0,1261,5320,80,2,3,2,0,7,2021,2021,1599000,1602000,5/20/2021 0:00,5/27/2021 0:00,1941
ME221055494,4090 McNamara WAY ,Sacramento,95823,Sacramento,4,1576,6599,31,2,3,2,0,2,2021,2021,450000,439000,5/21/2021 0:00,5/23/2021 0:00,1990
ME221054025,1005 Maple AVE ,Yuba City,95991,Sutter,23,2454,8712,73,3,4,3,0,5,2021,2021,560000,560000,5/20/2021 0:00,5/25/2021 0:00,1948
EB40950445,345 Bougainvilla Dr ,Brentwood,94513,Contra Costa,6,3137,6118,5,4,4,3,1,8,2021,2021,859000,925000,5/18/2021 0:00,5/26/2021 0:00,2016
CNSR21110745,5235 W Avenue L2 ,Lancaster,93536,Los Angeles,0,1825,17110,65,2,3,2,0,5,2021,2021,449900,55000,5/21/2021 0:00,5/26/2021 0:00,1956
EB40952001,6001 Buena Vista Ave ,Oakland,94618,Alameda,8,3092,6750,25,3,4,3,0,0,2021,2021,1995000,2425000,5/28/2021 0:00,5/28/2021 0:00,1996
CNSR21110138,45815 Trafalgar CT ,Lancaster,93534,Los Angeles,0,1350,7146,21,2,3,2,0,4,2021,2021,405000,405000,5/21/2021 0:00,5/25/2021 0:00,2000
CRPTP2103357,3133 Logan AVE ,San Diego,92113,San Diego,5,836,4311,113,2,3,2,0,12,2021,2021,525000,560000,5/17/2021 0:00,5/29/2021 0:00,1908
ML81844837,6908 Burnside DR ,San Jose,95120,Santa Clara,7,2585,8140,49,3,5,3,0,8,2021,2021,1899999,2150000,5/20/2021 0:00,5/28/2021 0:00,1972
CROC21110036,2426 Ramona DR ,Santa Ana,92707,Orange,2,1202,6000,66,2,3,2,0,2,2021,2021,630000,630000,5/20/2021 0:00,5/22/2021 0:00,1955
CRIG21107448,25411 Todd DR ,Moreno Valley,92553,Riverside,1,1164,7405,44,2,3,2,0,8,2021,2021,349900,375000,5/18/2021 0:00,5/26/2021 0:00,1977
ML81844533,83 Sevilla DR ,Los Altos,94022,Santa Clara,7,2006,10092,64,2,3,2,0,3,2021,2021,3795000,4000000,5/18/2021 0:00,5/21/2021 0:00,1957
BA321044213,17 Meadow DR ,Mill Valley,94941,Marin,15,2287,7501,77,3,4,3,0,7,2021,2021,2750000,2875000,5/21/2021 0:00,5/28/2021 0:00,1944
BE40950362,31014 Carroll Ave ,Hayward,94544,Alameda,8,1161,5005,66,2,3,2,0,8,2021,2021,865000,975000,5/18/2021 0:00,5/26/2021 0:00,1955
CRMC21106719,854 Round Hill DR ,Merced,95348,Merced,22,2334,6578,15,3,4,2,1,2,2021,2021,445000,465000,5/25/2021 0:00,5/27/2021 0:00,2006
ML81844423,3555 Murdoch DR ,Palo Alto,94306,Santa Clara,7,1546,6330,69,2,3,2,0,8,2021,2021,2798000,3158000,5/18/2021 0:00,5/26/2021 0:00,1952
ME221053459,3748 Grand Point LN ,Elk Grove,95758,Sacramento,4,1646,5942,26,2,3,2,0,5,2021,2021,575000,593500,5/21/2021 0:00,5/26/2021 0:00,1995
