MLS_Number,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Age,Year_Built,DOM,Year_Sold,Year_List,Sale_Date,List_Price,Sale_Price
CNSR21107846,Los Angeles,0,1176,6343,3,1,1,0,74,1947,7,2021,2021,5/27/2021 0:00,599000,651000
CRIG21106851,Riverside,1,1559,4792,3,3,2,1,20,2001,7,2021,2021,5/26/2021 0:00,589000,650000
ME202001084,Placer,9,1381,7331,3,2,2,0,24,1997,63,2020,2020,6/1/2020 0:00,379995,355000
ME221054570,Sacramento,4,1086,4791,3,1,1,0,64,1957,5,2021,2021,5/25/2021 0:00,369777,377000
ML81844509,Santa Clara,7,1474,6051,4,2,2,0,57,1964,12,2021,2021,5/30/2021 0:00,1350000,1350000
CRPW21103381,Orange,2,2577,4680,4,3,2,1,44,1977,6,2021,2021,5/25/2021 0:00,978000,1000000
ME221049400,Stanislaus,12,1565,6804,3,2,2,0,18,2003,3,2021,2021,5/23/2021 0:00,375000,400000
CRFR21106527,Fresno,36,656,5125,2,1,1,0,97,1924,1,2021,2021,5/17/2021 0:00,189900,197000
CRBB21101099,Los Angeles,0,2348,23538,4,1,1,0,59,1962,0,2021,2021,5/17/2021 0:00,2150000,2290000
CRSW21100071,Riverside,1,2410,8276,4,3,2,1,4,2017,15,2021,2021,5/26/2021 0:00,649999,710000
CRSB21108725,Los Angeles,0,1341,6751,3,1,1,0,80,1941,5,2021,2021,5/26/2021 0:00,799000,810000
CC40950221,Solano,16,984,5662,3,1,1,0,65,1956,9,2021,2021,5/26/2021 0:00,416000,440000
CRDW21107410,Los Angeles,0,892,2702,2,1,1,0,95,1926,7,2021,2021,5/27/2021 0:00,612900,613000
CRPW21108925,Orange,2,1867,12075,4,1,1,0,62,1959,5,2021,2021,5/26/2021 0:00,1010000,1010000
CRP1-4854,Los Angeles,0,1428,7801,4,1,1,0,65,1956,10,2021,2021,5/30/2021 0:00,699000,835000
ME221052555,Placer,9,2674,6586,5,3,3,0,1,2020,2,2021,2021,5/23/2021 0:00,779000,835000
ME221054615,Sacramento,4,1485,7405,4,2,2,0,64,1957,4,2021,2021,5/24/2021 0:00,400000,410000
CRCV21103596,San Bernardino,3,2530,4676,4,3,2,1,22,1999,10,2021,2021,5/24/2021 0:00,620000,675000
CRIV21111057,Riverside,1,1892,41382,4,1,1,0,44,1977,5,2021,2021,5/29/2021 0:00,625000,610000
ME221049127,Placer,9,2044,9953,3,3,2,1,35,1986,2,2021,2021,5/22/2021 0:00,645000,700000
CREV21107393,San Bernardino,3,1512,10000,3,1,1,0,74,1947,9,2021,2021,5/28/2021 0:00,464900,535500
CRLG21108548,Orange,2,1647,6400,2,3,3,0,59,1962,22,2021,2021,5/25/2021 0:00,1695000,1800100
CROC21108247,Orange,2,1448,5466,3,2,2,0,49,1972,4,2021,2021,5/24/2021 0:00,759000,800000
CRCV21109341,Los Angeles,0,885,5433,2,1,1,0,71,1950,6,2021,2021,5/28/2021 0:00,465000,510000
CRPTP2103502,San Diego,5,1154,5700,4,2,2,0,52,1969,4,2021,2021,5/25/2021 0:00,525000,530000
ML81845278,Santa Clara,7,2439,8205,3,3,2,1,73,1948,2,2021,2021,5/23/2021 0:00,1699000,1999990
CNSR21151200,Los Angeles,0,1143,7149,3,1,1,0,73,1948,32,2021,2021,4/11/2021 0:00,400000,400000
ML81845228,San Mateo,13,4515,14300,4,4,3,1,42,1979,7,2021,2021,5/28/2021 0:00,2698000,2750000
CRIG21110091,Riverside,1,1862,4356,3,3,2,1,21,2000,4,2021,2021,5/26/2021 0:00,530000,560000
CROC21106208,San Diego,5,2420,10200,4,3,2,1,43,1978,1,2021,2021,4/14/2021 0:00,865000,865000
CNSR21110522,Los Angeles,0,1134,24160,3,2,2,0,31,1990,2,2021,2021,5/25/2021 0:00,369000,390000
ML81845636,Contra Costa,6,3955,11840,5,5,4,1,28,1993,0,2021,2021,5/25/2021 0:00,2099000,2300000
BE40950321,Alameda,8,2700,8428,5,3,3,0,21,2000,8,2021,2021,5/25/2021 0:00,1650000,1738500
CNSR21104790,Los Angeles,0,2363,37419,4,3,3,0,30,1991,9,2021,2021,5/27/2021 0:00,725000,807000
CNSR21107771,Los Angeles,0,2465,8254,4,3,3,0,55,1966,5,2021,2021,5/26/2021 0:00,1079000,1185000
ME202100896,Sutter,23,1500,8712,3,2,2,0,47,1974,13,2021,2021,4/26/2021 0:00,312500,335000
CNSR21105086,Los Angeles,0,1374,7405.2,3,2,2,0,27,1994,4,2021,2021,5/20/2021 0:00,425000,435000
CNSR21108955,Los Angeles,0,1260,4858,3,2,2,0,33,1988,4,2021,2021,5/24/2021 0:00,375000,380000
CNSR21109590,Los Angeles,0,2395,13978,3,3,3,0,15,2006,9,2021,2021,5/28/2021 0:00,569000,569000
CRSW21104463,Riverside,1,1705,7405,2,2,2,0,44,1977,0,2021,2021,5/19/2021 0:00,358800,370000
CNSR21103508,Ventura,17,1049,8027,3,2,2,0,60,1961,4,2021,2021,5/18/2021 0:00,650000,650000
CROC21106189,Orange,2,1694,3500,4,3,3,0,91,1930,9,2021,2021,5/27/2021 0:00,1995000,2125000
CRIV21108658,Riverside,1,912,7841,2,1,1,0,37,1984,6,2021,2021,5/20/2021 0:00,199000,180000
CRTR21108353,San Bernardino,3,1624,7800,4,2,2,0,47,1974,0,2021,2021,5/1/2021 0:00,625000,650000
ME221052574,Yuba,18,2325,7840,5,3,3,0,17,2004,7,2021,2021,5/29/2021 0:00,365000,420000
CROC21099741,Riverside,1,3326,7405,6,3,3,0,18,2003,17,2021,2021,5/27/2021 0:00,775000,900000
ME221052799,Stanislaus,12,1715,6778,4,2,2,0,27,1994,3,2021,2021,5/20/2021 0:00,440000,450000
CRCV21104207,San Bernardino,3,2145,4600,4,3,3,0,23,1998,7,2021,2021,5/26/2021 0:00,775000,835000
ME221057611,Alameda,8,2234,3123,4,3,3,0,104,1917,0,2021,2021,3/23/2021 0:00,470000,470000
CRPW21145636,Los Angeles,0,1395,6343,3,2,2,0,62,1959,9,2021,2021,5/30/2021 0:00,675000,675000
CRMB21101756,Los Angeles,0,1613,6181,4,3,3,0,66,1955,16,2021,2021,5/28/2021 0:00,615000,670000
TM21-723746,Los Angeles,0,1261,5320,3,2,2,0,80,1941,7,2021,2021,5/27/2021 0:00,1599000,1602000
ME221055494,Sacramento,4,1576,6599,3,2,2,0,31,1990,2,2021,2021,5/23/2021 0:00,450000,439000
ME221054025,Sutter,23,2454,8712,4,3,3,0,73,1948,5,2021,2021,5/25/2021 0:00,560000,560000
EB40950445,Contra Costa,6,3137,6118,4,4,3,1,5,2016,8,2021,2021,5/26/2021 0:00,859000,925000
CNSR21110745,Los Angeles,0,1825,17110,3,2,2,0,65,1956,5,2021,2021,5/26/2021 0:00,449900,55000
EB40952001,Alameda,8,3092,6750,4,3,3,0,25,1996,0,2021,2021,5/28/2021 0:00,1995000,2425000
CNSR21110138,Los Angeles,0,1350,7146,3,2,2,0,21,2000,4,2021,2021,5/25/2021 0:00,405000,405000
CRPTP2103357,San Diego,5,836,4311,3,2,2,0,113,1908,12,2021,2021,5/29/2021 0:00,525000,560000
ML81844837,Santa Clara,7,2585,8140,5,3,3,0,49,1972,8,2021,2021,5/28/2021 0:00,1899999,2150000
CROC21110036,Orange,2,1202,6000,3,2,2,0,66,1955,2,2021,2021,5/22/2021 0:00,630000,630000
CRIG21107448,Riverside,1,1164,7405,3,2,2,0,44,1977,8,2021,2021,5/26/2021 0:00,349900,375000
ML81844533,Santa Clara,7,2006,10092,3,2,2,0,64,1957,3,2021,2021,5/21/2021 0:00,3795000,4000000
BA321044213,Marin,15,2287,7501,4,3,3,0,77,1944,7,2021,2021,5/28/2021 0:00,2750000,2875000
BE40950362,Alameda,8,1161,5005,3,2,2,0,66,1955,8,2021,2021,5/26/2021 0:00,865000,975000
CRMC21106719,Merced,22,2334,6578,4,3,2,1,15,2006,2,2021,2021,5/27/2021 0:00,445000,465000
ML81844423,Santa Clara,7,1546,6330,3,2,2,0,69,1952,8,2021,2021,5/26/2021 0:00,2798000,3158000
ME221053459,Sacramento,4,1646,5942,3,2,2,0,26,1995,5,2021,2021,5/26/2021 0:00,575000,593500
CRPT21114016,San Diego,5,1152,5800,3,2,2,0,62,1959,3,2021,2021,5/30/2021 0:00,900000,925000
CRPW21113316,Los Angeles,0,1670,6043,3,2,2,0,76,1945,9,2021,2021,5/29/2021 0:00,740000,820000
CRPW21105363,Los Angeles,0,1859,7110,4,3,3,0,99,1922,10,2021,2021,5/27/2021 0:00,589900,640000
CRNDP2105507,San Diego,5,1565,5200,3,2,2,0,41,1980,2,2021,2021,5/20/2021 0:00,1340000,1340000
CC40952029,Contra Costa,6,1900,20909,4,3,2,1,72,1949,2,2021,2021,5/30/2021 0:00,1500000,1675000
SF421546784,San Mateo,13,1550,3400,4,2,2,0,62,1959,0,2021,2021,5/23/2021 0:00,1225000,1225000
CC40950351,Contra Costa,6,2135,5991,3,3,3,0,33,1988,2,2021,2021,5/19/2021 0:00,635000,662000
CRDW21107443,Los Angeles,0,1071,6661,4,1,1,0,67,1954,6,2021,2021,5/27/2021 0:00,612500,612500
CROC21105558,Orange,2,1027,6000,3,2,2,0,60,1961,3,2021,2021,5/23/2021 0:00,999000,1050000
TM21-734740,Los Angeles,0,2291,8127,4,3,3,0,81,1940,5,2021,2021,5/25/2021 0:00,2075000,2300000
EB40950733,Contra Costa,6,1476,9450,3,2,2,0,24,1997,5,2021,2021,5/25/2021 0:00,525000,625000
ME221054459,Sacramento,4,2118,7405,4,2,2,0,49,1972,6,2021,2021,5/26/2021 0:00,449000,475000
CRNDP2105200,San Diego,5,2882,11034,4,3,2,1,18,2003,19,2021,2021,5/29/2021 0:00,1013800,1013800
BA321043116,Solano,16,2060,7492,4,2,2,0,24,1997,6,2021,2021,5/27/2021 0:00,621200,630000
CRSW21105093,Riverside,1,1941,10890,3,2,2,0,3,2018,15,2021,2021,5/30/2021 0:00,574900,610000
ME221056078,San Joaquin,10,1032,5449,2,1,1,0,73,1948,5,2021,2021,5/26/2021 0:00,309900,320000
BA321043345,Marin,15,1731,9426,2,2,2,0,58,1963,7,2021,2021,5/27/2021 0:00,1095000,1403000
BA321036827,Marin,15,1680,5998,3,2,2,0,71,1950,8,2021,2021,5/28/2021 0:00,1595000,2005000
ML81844602,Santa Clara,7,1953,10000,4,3,2,1,58,1963,7,2021,2021,5/26/2021 0:00,3288000,3800000
CRCV21104457,San Bernardino,3,1284,8280,3,2,2,0,67,1954,1,2021,2021,5/16/2021 0:00,490000,490000
CRSW21111537,Riverside,1,2651,7405,4,3,2,1,4,2017,2,2021,2021,5/24/2021 0:00,629000,635000
BE40951232,Alameda,8,1197,6854,2,1,1,0,85,1936,3,2021,2021,5/25/2021 0:00,700000,700000
TM21-733482,Riverside,1,4100,13068,4,4,4,0,41,1980,6,2021,2021,5/25/2021 0:00,2399000,2700000
CROC21115065,Orange,2,1204,6000,3,2,2,0,61,1960,0,2021,2021,5/28/2021 0:00,769000,775000
SF421526914,San Francisco,21,3890,2299,3,5,4,1,121,1900,1,2021,2021,5/16/2021 0:00,4600000,4700000
ML81844763,Santa Clara,7,1399,4515,4,2,2,0,44,1977,9,2021,2021,5/28/2021 0:00,999900,1159000
ME221053797,Placer,9,1219,6120,2,2,2,0,39,1982,5,2021,2021,5/24/2021 0:00,389000,460000
CRCV21101517,San Bernardino,3,2250,10030,4,3,2,1,59,1962,5,2021,2021,5/24/2021 0:00,649000,670000
CNSR21106256,Los Angeles,0,2150,9136,4,3,3,0,34,1987,9,2021,2021,5/28/2021 0:00,849999,956000
ME221054832,Sacramento,4,1155,6534,3,2,2,0,57,1964,6,2021,2021,5/26/2021 0:00,389000,415000
CNSR21105038,Los Angeles,0,1600,5115,3,3,3,0,36,1985,7,2021,2021,5/26/2021 0:00,689000,765000
ME221033540,Sacramento,4,1198,6098,3,2,2,0,44,1977,7,2021,2021,5/27/2021 0:00,369000,400000
EB40949338,Sacramento,4,1798,10512,3,3,2,1,15,2006,8,2021,2021,5/26/2021 0:00,429999,471100
ME221044219,Sacramento,4,3037,28349,4,3,3,0,73,1948,7,2021,2021,5/26/2021 0:00,1450000,1440000
BE40950578,Solano,16,2039,8276,3,3,2,1,41,1980,6,2021,2021,5/25/2021 0:00,824000,870000
CROC21105542,Orange,2,4683,16168,5,5,4,1,55,1966,3,2021,2021,5/20/2021 0:00,1550000,1725000
CREV21102371,Riverside,1,1518,6534,4,1,1,0,35,1986,0,2021,2021,5/18/2021 0:00,305000,310000
ML81845106,San Mateo,13,1520,6000,3,2,2,0,72,1949,6,2021,2021,5/27/2021 0:00,1750000,2215000
ME202101076,Sutter,23,1384,10454,3,2,2,0,54,1967,7,2021,2021,5/10/2021 0:00,299900,330000
CREV21106258,San Bernardino,3,2036,26600,3,2,2,0,29,1992,5,2021,2021,5/23/2021 0:00,335000,370000
CRNP21091711,Orange,2,1964,1546,4,3,3,0,57,1964,28,2021,2021,5/19/2021 0:00,1300000,1300000
ML81844707,Santa Clara,7,3666,26478,5,4,4,0,41,1980,8,2021,2021,5/27/2021 0:00,3988000,4900000
ME221056876,Stanislaus,12,1107,3241,2,2,2,0,41,1980,2,2021,2021,5/28/2021 0:00,275000,275000
CRMC21111707,Stanislaus,12,1800,11465,3,2,2,0,51,1970,4,2021,2021,5/28/2021 0:00,445900,476000
ME202002124,Contra Costa,6,1864,3700,4,3,2,1,74,1947,231,2021,2020,3/7/2021 0:00,1024000,1100000
ME221054833,Sacramento,4,1801,4731,4,3,2,1,25,1996,4,2021,2021,5/25/2021 0:00,460000,525000
CRSB21082473,Los Angeles,0,3400,4838,4,4,3,1,30,1991,4,2021,2021,5/25/2021 0:00,2899000,3250000
SF421558354,San Francisco,21,865,1799,2,1,1,0,113,1908,0,2021,2021,5/10/2021 0:00,1750000,1750000
TM21-733256,Los Angeles,0,1834,14995,3,2,2,0,66,1955,12,2021,2021,5/29/2021 0:00,1775000,1750000
CNSR21092801,Los Angeles,0,1080,7166,3,2,1,1,62,1959,7,2021,2021,5/27/2021 0:00,720000,775500
CNSR21100408,Ventura,17,2820,6930,4,3,3,0,19,2002,15,2021,2021,5/28/2021 0:00,1050000,1050000
CRMC21102536,Stanislaus,12,1120,6362,3,3,2,1,27,1994,10,2021,2021,5/21/2021 0:00,349999,363000
CRDW21106341,Los Angeles,0,1314,5967,3,2,2,0,66,1955,12,2021,2021,5/29/2021 0:00,650000,685000
BA321052197,Contra Costa,6,3620,7640,5,3,3,0,16,2005,0,2021,2021,4/16/2021 0:00,730000,775000
ME202100890,Sutter,23,1518,6098,3,2,2,0,19,2002,4,2021,2021,4/19/2021 0:00,369000,389000
BA321042119,Marin,15,1970,12781,3,2,2,0,56,1965,9,2021,2021,5/27/2021 0:00,1585000,1735000
CRIG21097327,Riverside,1,2766,17424,5,4,3,1,17,2004,5,2021,2021,5/23/2021 0:00,879000,900000
CNSR21109095,Ventura,17,2826,11589,4,3,3,0,35,1986,6,2021,2021,5/27/2021 0:00,974900,1021000
BA321047488,Marin,15,2059,5053,3,3,2,1,26,1995,1,2021,2021,5/27/2021 0:00,1750000,1750000
ML81844350,Santa Clara,7,1854,7434,4,2,2,0,61,1960,9,2021,2021,5/26/2021 0:00,1700000,2000000
ME221043038,Placer,9,2074,8133,4,3,2,1,19,2002,5,2021,2021,5/25/2021 0:00,575000,686000
CRIG21102742,Orange,2,1736,2015,3,2,2,0,42,1979,13,2021,2021,5/24/2021 0:00,719990,720000
CC40950844,Contra Costa,6,2307,12001,4,3,3,0,24,1997,6,2021,2021,5/26/2021 0:00,824900,905000
CRNS21118189,San Luis Obispo,14,1134,14000,3,1,1,0,91,1930,1,2021,2021,5/27/2021 0:00,299000,295000
CREV21108123,Riverside,1,2449,11326,4,2,2,0,18,2003,5,2021,2021,5/25/2021 0:00,619900,661000
CRIG21107163,Riverside,1,3382,14810,5,3,3,0,17,2004,4,2021,2021,5/24/2021 0:00,799900,845000
CC40950326,Contra Costa,6,1556,7420,5,3,3,0,60,1961,0,2021,2021,5/17/2021 0:00,680000,650000
ME221054889,Placer,9,3800,23714,5,4,4,0,21,2000,5,2021,2021,5/25/2021 0:00,1350000,1650000
ML81844658,Santa Clara,7,1553,6256,4,2,2,0,59,1962,7,2021,2021,5/26/2021 0:00,1998000,2300000
CRNDP2105733,San Diego,5,1667,5100,3,2,2,0,62,1959,4,2021,2021,5/27/2021 0:00,699000,811000
CRDW21109513,Los Angeles,0,902,5689,2,1,1,0,73,1948,9,2021,2021,5/28/2021 0:00,575000,545000
CRDW21109139,Riverside,1,1058,7405,3,1,1,0,66,1955,1,2021,2021,5/21/2021 0:00,420000,430000
CROC21085050,Riverside,1,3155,6534,4,3,3,0,18,2003,0,2021,2021,4/22/2021 0:00,600000,590000
CNSR21027068,Ventura,17,1664,12076,4,2,2,0,60,1961,6,2021,2021,5/26/2021 0:00,1000000,1125000
ME221048173,El Dorado,19,2180,10454,4,3,2,1,20,2001,4,2021,2021,5/25/2021 0:00,699000,770000
CC40949254,Contra Costa,6,2980,6500,5,3,3,0,26,1995,5,2021,2021,5/25/2021 0:00,1749000,1902000
CRFR21105087,Madera,28,2205,3285,4,3,3,0,2,2019,16,2021,2021,5/30/2021 0:00,479900,480000
CRPW21109429,Orange,2,1498,8746,4,1,1,0,59,1962,3,2021,2021,5/24/2021 0:00,699999,715000
CRAR21117290,San Bernardino,3,1551,15624,4,2,2,0,42,1979,0,2021,2021,5/29/2021 0:00,470000,485000
ME221053943,Placer,9,2615,10450,3,3,3,0,19,2002,5,2021,2021,5/25/2021 0:00,879000,926633
CRDW21108799,Los Angeles,0,1200,6461,2,2,2,0,99,1922,10,2021,2021,5/28/2021 0:00,645000,675000
CRCV21109305,San Bernardino,3,3371,9671,4,4,3,1,9,2012,5,2021,2021,5/27/2021 0:00,998000,1068000
SF421554248,San Francisco,21,1375,1873,3,2,2,0,94,1927,7,2021,2021,5/27/2021 0:00,899000,1410000
CRPI21104606,Santa Barbara,31,1699,12632,4,2,2,0,60,1961,4,2021,2021,5/27/2021 0:00,588000,638000
ME221054234,Placer,9,1679,9313,3,2,2,0,66,1955,6,2021,2021,5/26/2021 0:00,475000,475000
CNSR21106608,Los Angeles,0,1702,6745,3,1,1,0,67,1954,2,2021,2021,5/20/2021 0:00,849000,825000
ML81844586,Santa Cruz,25,1330,3267,3,2,2,0,46,1975,6,2021,2021,5/25/2021 0:00,899000,1010000
CC40950090,Contra Costa,6,1926,18000,4,2,2,0,45,1976,8,2021,2021,5/29/2021 0:00,899000,1050000
CRPW21088137,Orange,2,3173,11200,5,3,3,0,39,1982,5,2021,2021,5/27/2021 0:00,1425000,1471000
ME202101123,Yuba,18,1970,7841,4,2,2,0,17,2004,5,2021,2021,5/12/2021 0:00,375000,405000
ME221043477,Placer,9,3196,10265,4,3,3,0,25,1996,6,2021,2021,5/26/2021 0:00,1100000,1100000
TM21-739048,Los Angeles,0,2256,42139,4,3,3,0,35,1986,47,2021,2021,5/5/2021 0:00,1675000,1675000
CC40950788,Contra Costa,6,2328,16050,3,2,2,0,70,1951,0,2021,2021,5/20/2021 0:00,1950000,1950000
BA321044928,Sonoma,20,939,1742,2,2,2,0,49,1972,9,2021,2021,5/10/2021 0:00,825000,825000
ME221054727,Yolo,26,1542,4792,3,2,2,0,19,2002,2,2021,2021,5/23/2021 0:00,475000,507500
ML81844711,Contra Costa,6,1966,10000,3,2,2,0,62,1959,6,2021,2021,5/25/2021 0:00,1498000,1769400
CC40950430,Contra Costa,6,2253,17000,4,3,3,0,67,1954,6,2021,2021,5/26/2021 0:00,1695000,2000000
CRSW21105193,Riverside,1,1502,4356,2,2,2,0,32,1989,4,2021,2021,5/21/2021 0:00,434000,450000
CRNDP2105684,San Diego,5,1766,3300,3,3,2,1,43,1978,5,2021,2021,5/25/2021 0:00,699000,715000
BA321041961,Solano,16,1582,5070,3,3,2,1,28,1993,7,2021,2021,5/27/2021 0:00,499950,545000
ML81844742,Monterey,24,4700,131116,4,4,3,1,45,1976,3,2021,2021,5/22/2021 0:00,4695000,4500000
CRSW21108275,Riverside,1,1407,4792,2,0,0,0,57,1964,6,2021,2021,5/27/2021 0:00,274999,282000
CRPW21106633,Los Angeles,0,1068,5776,2,1,1,0,100,1921,19,2021,2021,5/26/2021 0:00,749000,789250
ME202100443,Sutter,23,1860,10454,3,2,2,0,31,1990,40,2021,2021,3/30/2021 0:00,399900,420000
CROC21104765,Orange,2,1171,6061,3,1,1,0,66,1955,6,2021,2021,5/25/2021 0:00,725000,755000
CRCV21106319,San Bernardino,3,1526,5250,2,2,2,0,4,2017,9,2021,2021,5/26/2021 0:00,349998,330000
CRIV21102673,San Bernardino,3,1416,6000,4,2,2,0,38,1983,13,2021,2021,5/26/2021 0:00,555000,618000
CRCV21106723,San Bernardino,3,1240,4500,4,2,2,0,46,1975,8,2021,2021,5/26/2021 0:00,549999,600000
CRSN21108219,Butte,11,2802,9148,4,4,3,1,15,2006,6,2021,2021,5/26/2021 0:00,849000,849000
ME221051857,Merced,22,1829,6098,3,3,3,0,42,1979,2,2021,2021,5/19/2021 0:00,340000,360000
CRSB21146584,Los Angeles,0,2350,6101,4,4,3,1,69,1952,0,2021,2021,5/29/2021 0:00,2400000,2400000
ML81845425,San Benito,33,1003,4430,3,2,2,0,75,1946,5,2021,2021,5/28/2021 0:00,550000,560000
CRSW21114375,Riverside,1,1914,5227,2,2,2,0,7,2014,2,2021,2021,5/30/2021 0:00,607000,607000
CRCV21105594,Riverside,1,1831,5227,4,3,2,1,19,2002,8,2021,2021,5/26/2021 0:00,539000,546000
CRPW21107016,Los Angeles,0,1487,6752,5,2,2,0,79,1942,9,2021,2021,5/27/2021 0:00,599000,655000
CRSW21101350,Riverside,1,1684,3049,3,3,2,1,16,2005,15,2021,2021,5/27/2021 0:00,449000,495000
CREV21107046,San Bernardino,3,1224,10500,3,1,1,0,59,1962,8,2021,2021,5/26/2021 0:00,383000,390000
CRDW20261286,Orange,2,1227,5974,3,2,2,0,64,1957,97,2021,2020,3/27/2021 0:00,440000,440000
CNSR21109422,Los Angeles,0,1051,5610,3,1,1,0,72,1949,2,2021,2021,5/23/2021 0:00,799000,872500
CRSW21104846,Orange,2,1886,4251,4,3,2,1,22,1999,5,2021,2021,5/25/2021 0:00,800777,857000
BA321041768,Marin,15,2017,7244,3,2,2,0,33,1988,4,2021,2021,5/23/2021 0:00,1395000,1625000
ME221051695,Placer,9,1449,5441,2,2,2,0,21,2000,2,2021,2021,5/20/2021 0:00,500000,500000
CROC21102859,Orange,2,1870,4108,3,3,2,1,47,1974,0,2021,2021,5/18/2021 0:00,900000,900000
CRNDP2105443,San Diego,5,1924,13661,3,3,2,1,39,1982,1,2021,2021,5/17/2021 0:00,900000,900000
CRIV21106603,San Bernardino,3,2708,10801,4,3,2,1,7,2014,2,2021,2021,5/20/2021 0:00,669000,660000
CNSR21107210,Los Angeles,0,1966,7155,4,3,3,0,32,1989,66,2021,2021,5/28/2021 0:00,419990,435000
BA321044779,Sonoma,20,2409,7501,3,3,2,1,98,1923,43,2021,2021,5/24/2021 0:00,2375000,2375000
CROC21107711,Orange,2,2479,7480,3,3,3,0,46,1975,5,2021,2021,5/24/2021 0:00,1625000,1625000
ME221037349,Sacramento,4,2113,6399,3,3,3,0,32,1989,6,2021,2021,5/25/2021 0:00,559000,600000
ME221057423,Sacramento,4,1915,12632,4,3,3,0,32,1989,5,2021,2021,5/30/2021 0:00,419900,500000
ML81844915,Santa Cruz,25,2042,6011,3,2,2,0,13,2008,5,2021,2021,5/25/2021 0:00,2395000,2500000
ME221054224,Stanislaus,12,1248,6098,3,2,2,0,43,1978,7,2021,2021,5/27/2021 0:00,374900,394900
ME202003191,Butte,11,869,4356,3,1,1,0,106,1915,24,2020,2020,11/20/2020 0:00,145000,145000
CROC21109544,Orange,2,2585,6327,3,4,3,1,23,1998,6,2021,2021,5/27/2021 0:00,2199000,2250000
CRPW21111705,Orange,2,1700,3264,3,2,2,0,48,1973,2,2021,2021,5/26/2021 0:00,1100000,1200000
ME221052889,Sacramento,4,1971,4356,3,3,2,1,32,1989,4,2021,2021,5/25/2021 0:00,540000,565000
ME221053157,San Joaquin,10,1694,7336,3,2,2,0,37,1984,4,2021,2021,5/21/2021 0:00,395000,410000
BA321042779,Marin,15,3025,23226,5,4,4,0,70,1951,2,2021,2021,5/21/2021 0:00,3750000,3750000
ML81845045,San Mateo,13,1948,6000,3,2,2,0,98,1923,4,2021,2021,5/24/2021 0:00,2698000,3188000
TM21-731490,Los Angeles,0,1612,8250,4,2,2,0,23,1998,9,2021,2021,5/28/2021 0:00,425000,425000
ML81844745,San Mateo,13,1690,5885,3,2,2,0,82,1939,7,2021,2021,5/28/2021 0:00,2128000,2500000
CRSB21147499,Los Angeles,0,1662,9770,4,2,2,0,61,1960,3,2021,2021,4/20/2021 0:00,1699000,1650000
CNSR21108477,Los Angeles,0,3744,7917,5,3,3,0,20,2001,10,2021,2021,5/29/2021 0:00,975000,1125000
EB40951091,Alameda,8,1253,3996,2,2,2,0,79,1942,7,2021,2021,5/28/2021 0:00,724000,920000
CRSB21107938,Los Angeles,0,876,5351,3,1,1,0,59,1962,5,2021,2021,5/24/2021 0:00,475000,500000
BA321042938,Marin,15,4157,26267,5,5,5,0,15,2006,8,2021,2021,5/28/2021 0:00,8995000,8987000
BA321048139,Marin,15,2960,9570,3,3,3,0,71,1950,21,2021,2021,5/17/2021 0:00,2400000,2550000
ME221053607,Sacramento,4,1351,6098,3,2,2,0,55,1966,5,2021,2021,5/24/2021 0:00,380000,408000
CRPW21108341,San Diego,5,1468,6098,3,1,1,0,50,1971,5,2021,2021,5/26/2021 0:00,649900,750000
TM21-730482,Los Angeles,0,3832,7358,5,6,6,0,5,2016,7,2021,2021,5/24/2021 0:00,3490000,3550000
CRCV21117784,Orange,2,1687,7728,3,2,2,0,56,1965,0,2021,2021,5/7/2021 0:00,1500000,1225000
CRSW21105179,Riverside,1,2723,7405,4,3,3,0,15,2006,7,2021,2021,5/21/2021 0:00,439000,450000
CNSR21112854,Los Angeles,0,1632,8501,3,3,2,1,28,1993,2,2021,2021,5/28/2021 0:00,728800,790000
CC40951444,Contra Costa,6,1881,6634,2,2,2,0,42,1979,0,2021,2021,5/25/2021 0:00,1278000,1325000
CC40950160,Contra Costa,6,6412,21303,5,7,7,0,19,2002,6,2021,2021,5/27/2021 0:00,2998900,3200000
CRNDP2107775,San Diego,5,2871,5550,5,3,3,0,17,2004,3,2021,2021,5/29/2021 0:00,1269000,1425000
CRSW21106021,Riverside,1,2579,6970,4,2,2,0,21,2000,7,2021,2021,5/24/2021 0:00,455000,465000
ME221053832,Sacramento,4,1793,6970,3,3,3,0,56,1965,6,2021,2021,5/25/2021 0:00,549500,555000
CREV21102154,San Bernardino,3,620,2950,1,1,1,0,66,1955,16,2021,2021,5/24/2021 0:00,245000,260000
CNSR21107444,Los Angeles,0,1253,6217,3,2,2,0,60,1961,7,2021,2021,5/26/2021 0:00,549950,625000
CC40950380,Sonoma,20,1486,6534,3,2,2,0,36,1985,0,2021,2021,5/18/2021 0:00,675000,675000
CRSW21092589,Riverside,1,2236,7841,4,3,2,1,34,1987,56,2021,2021,5/26/2021 0:00,525000,535000
CRPW21101322,Los Angeles,0,1660,5691,3,2,2,0,68,1953,8,2021,2021,5/26/2021 0:00,830000,875000
CNSR21107652,Los Angeles,0,2862,9266,4,3,3,0,18,2003,7,2021,2021,5/26/2021 0:00,874900,900000
CRCV21107381,San Bernardino,3,2315,8480,3,2,2,0,23,1998,7,2021,2021,5/26/2021 0:00,649900,686000
